As of,Rank,Year to Date Rank,Last Week Rank,Title,Type,Netflix Exclusive Old,Netflix Release Date,Days In Top 10,Viewership Score,Netflix Exclusive,Streak,Rank Last Week
03/11/20,9,-,7,Grand Army,TV Show,Yes,"Oct 16, 2020",11,36,Yes,-1,7
03/11/20,7,4,-,His House,Movie,Yes,"Oct 30, 2020",4,19,Yes,4,NA
03/11/20,2,1,-,Holidate,Movie,Yes,"Oct 28, 2020",6,59,Yes,1,NA
03/11/20,3,-,-,Knock Knock,Movie,,"Nov 1, 2020",1,8,No,-1,NA
03/11/20,6,6,3,Over the Moon,Movie,Yes,"Oct 23, 2020",11,74,Yes,6,3
03/11/20,4,3,-,Rogue City,Movie,Yes,"Oct 30, 2020",4,26,Yes,3,NA
03/11/20,10,5,-,Secrets of the Saqqara Tomb,Movie,Yes,"Oct 28, 2020",5,22,Yes,5,NA
03/11/20,8,7,5,The Haunting of Bly Manor,TV Show,Yes,"Oct 9, 2020",25,183,Yes,7,5
03/11/20,1,2,1,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",11,96,Yes,2,1
04/11/20,5,5,9,Cocomelon,TV Show,,"Jun 1, 2020",47,106,No,5,9
04/11/20,9,9,7,Grand Army,TV Show,Yes,"Oct 16, 2020",12,38,Yes,9,7
04/11/20,2,2,-,Holidate,Movie,Yes,"Oct 28, 2020",7,68,Yes,2,NA
04/11/20,3,3,-,Knock Knock,Movie,,"Nov 1, 2020",2,16,No,3,NA
04/11/20,7,-,-,Mile 22,Movie,,"Nov 1, 2020",1,4,No,-1,NA
04/11/20,6,6,3,Over the Moon,Movie,Yes,"Oct 23, 2020",12,79,Yes,6,3
04/11/20,4,4,-,Rogue City,Movie,Yes,"Oct 30, 2020",5,33,Yes,4,NA
04/11/20,8,-,-,Snowden,Movie,,"Nov 1, 2020",1,3,No,-1,NA
04/11/20,10,8,6,The Haunting of Bly Manor,TV Show,Yes,"Oct 9, 2020",26,184,Yes,8,6
04/11/20,1,1,1,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",12,106,Yes,1,1
05/11/20,8,-,-,Chappelleâs Show,TV Show,,"Nov 1, 2020",1,3,No,-1,NA
05/11/20,7,5,9,Cocomelon,TV Show,,"Jun 1, 2020",48,110,No,5,9
05/11/20,5,-,-,Easy A,Movie,,"Nov 1, 2020",1,6,No,-1,NA
05/11/20,4,2,1,Holidate,Movie,Yes,"Oct 28, 2020",8,75,Yes,2,1
05/11/20,2,3,-,Knock Knock,Movie,,"Nov 1, 2020",3,25,No,3,NA
05/11/20,3,7,-,Mile 22,Movie,,"Nov 1, 2020",2,12,No,7,NA
05/11/20,10,6,5,Over the Moon,Movie,Yes,"Oct 23, 2020",13,80,Yes,6,5
05/11/20,9,4,-,Rogue City,Movie,Yes,"Oct 30, 2020",6,35,Yes,4,NA
05/11/20,6,8,-,Snowden,Movie,,"Nov 1, 2020",2,8,No,8,NA
05/11/20,1,1,2,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",13,116,Yes,1,2
06/11/20,6,8,-,Chappelleâs Show,TV Show,,"Nov 1, 2020",2,8,No,8,NA
06/11/20,8,7,10,Cocomelon,TV Show,,"Jun 1, 2020",49,113,No,7,10
06/11/20,7,5,-,Easy A,Movie,,"Nov 1, 2020",2,10,No,5,NA
06/11/20,5,4,1,Holidate,Movie,Yes,"Oct 28, 2020",9,81,Yes,4,1
06/11/20,4,2,-,Knock Knock,Movie,,"Nov 1, 2020",4,32,No,2,NA
06/11/20,3,3,-,Mile 22,Movie,,"Nov 1, 2020",3,20,No,3,NA
06/11/20,2,-,-,Operation Christmas Drop,Movie,Yes,"Nov 5, 2020",1,9,Yes,-1,NA
06/11/20,9,6,-,Snowden,Movie,,"Nov 1, 2020",3,10,No,6,NA
06/11/20,10,-,-,The Impossible,Movie,,"Nov 1, 2020",1,1,No,-1,NA
06/11/20,1,1,2,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",14,126,Yes,1,2
07/11/20,7,6,-,Chappelleâs Show,TV Show,,"Nov 1, 2020",3,12,No,6,NA
07/11/20,10,8,-,Cocomelon,TV Show,,"Jun 1, 2020",50,114,No,8,NA
07/11/20,8,7,-,Easy A,Movie,,"Nov 1, 2020",3,13,No,7,NA
07/11/20,9,5,1,Holidate,Movie,Yes,"Oct 28, 2020",10,83,Yes,5,1
07/11/20,5,4,-,Knock Knock,Movie,,"Nov 1, 2020",5,38,No,4,NA
07/11/20,4,3,-,Mile 22,Movie,,"Nov 1, 2020",4,27,No,3,NA
07/11/20,2,2,-,Operation Christmas Drop,Movie,Yes,"Nov 5, 2020",2,18,Yes,2,NA
07/11/20,6,-,3,The Great British Baking Show,TV Show,,"Oct 3, 2015",9,33,No,-1,3
07/11/20,3,10,-,The Impossible,Movie,,"Nov 1, 2020",2,9,No,10,NA
07/11/20,1,1,2,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",15,136,Yes,1,2
08/11/20,7,7,-,Chappelleâs Show,TV Show,,"Nov 1, 2020",4,16,No,7,NA
08/11/20,9,8,-,Easy A,Movie,,"Nov 1, 2020",4,15,No,8,NA
08/11/20,8,9,1,Holidate,Movie,Yes,"Oct 28, 2020",11,86,Yes,9,1
08/11/20,4,5,-,Knock Knock,Movie,,"Nov 1, 2020",6,45,No,5,NA
08/11/20,10,-,-,Midnight at the Magnolia,Movie,,"Nov 5, 2020",1,1,No,-1,NA
08/11/20,5,4,-,Mile 22,Movie,,"Nov 1, 2020",5,33,No,4,NA
08/11/20,2,2,-,Operation Christmas Drop,Movie,Yes,"Nov 5, 2020",3,27,Yes,2,NA
08/11/20,6,6,-,The Great British Baking Show,TV Show,,"Oct 3, 2015",10,38,No,6,NA
08/11/20,3,3,-,The Impossible,Movie,,"Nov 1, 2020",3,17,No,3,NA
08/11/20,1,1,2,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",16,146,Yes,1,2
09/11/20,6,7,-,Chappelle's Show,TV Show,,"Nov 1, 2020",5,21,No,7,NA
09/11/20,10,-,-,Cocomelon,TV Show,,"Jun 1, 2020",51,115,No,-1,NA
09/11/20,8,9,-,Easy A,Movie,,"Nov 1, 2020",5,18,No,9,NA
09/11/20,7,8,1,Holidate,Movie,Yes,"Oct 28, 2020",12,90,Yes,8,1
09/11/20,5,4,-,Knock Knock,Movie,,"Nov 1, 2020",7,51,No,4,NA
09/11/20,9,10,-,Midnight at the Magnolia,Movie,,"Nov 5, 2020",2,3,No,10,NA
09/11/20,4,5,-,Mile 22,Movie,,"Nov 1, 2020",6,40,No,5,NA
09/11/20,3,2,-,Operation Christmas Drop,Movie,Yes,"Nov 5, 2020",4,35,Yes,2,NA
09/11/20,2,3,-,The Impossible,Movie,,"Nov 1, 2020",4,26,No,3,NA
09/11/20,1,1,2,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",17,156,Yes,1,2
10/11/20,3,6,-,Chappelle's Show,TV Show,,"Nov 1, 2020",6,29,No,6,NA
10/11/20,6,10,5,Cocomelon,TV Show,,"Jun 1, 2020",52,120,No,10,5
10/11/20,8,8,-,Easy A,Movie,,"Nov 1, 2020",6,21,No,8,NA
10/11/20,10,7,2,Holidate,Movie,Yes,"Oct 28, 2020",13,91,Yes,7,2
10/11/20,7,5,3,Knock Knock,Movie,,"Nov 1, 2020",8,55,No,5,3
10/11/20,9,9,-,Midnight at the Magnolia,Movie,,"Nov 5, 2020",3,5,No,9,NA
10/11/20,5,4,-,Mile 22,Movie,,"Nov 1, 2020",7,46,No,4,NA
10/11/20,4,3,-,Operation Christmas Drop,Movie,Yes,"Nov 5, 2020",5,42,Yes,3,NA
10/11/20,2,2,-,The Impossible,Movie,,"Nov 1, 2020",5,35,No,2,NA
10/11/20,1,1,1,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",18,166,Yes,1,1
11/11/20,10,-,-,60 Days In,TV Show,,"Nov 1, 2020",1,1,No,-1,NA
11/11/20,3,3,-,Chappelle's Show,TV Show,,"Nov 1, 2020",7,37,No,3,NA
11/11/20,7,6,5,Cocomelon,TV Show,,"Jun 1, 2020",53,124,No,6,5
11/11/20,5,-,-,Dash & Lily,TV Show,Yes,"Nov 10, 2020",1,6,Yes,-1,NA
11/11/20,9,-,-,Illumination Presents The G…,Movie,,"Jun 5, 2019",1,2,No,-1,NA
11/11/20,8,7,3,Knock Knock,Movie,,"Nov 1, 2020",9,58,No,7,3
11/11/20,4,5,7,Mile 22,Movie,,"Nov 1, 2020",8,53,No,5,7
11/11/20,6,4,-,Operation Christmas Drop,Movie,Yes,"Nov 5, 2020",6,47,Yes,4,NA
11/11/20,2,2,-,The Impossible,Movie,,"Nov 1, 2020",6,44,No,2,NA
11/11/20,1,1,1,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",19,176,Yes,1,1
12/11/20,10,10,-,60 Days In,TV Show,,"Nov 1, 2020",2,2,No,10,NA
12/11/20,4,3,8,Chappelle's Show,TV Show,,"Nov 1, 2020",8,44,No,3,8
12/11/20,7,7,7,Cocomelon,TV Show,,"Jun 1, 2020",54,128,No,7,7
12/11/20,2,5,-,Dash & Lily,TV Show,Yes,"Nov 10, 2020",2,15,Yes,5,NA
12/11/20,9,9,-,Illumination Presents The G…,Movie,,"Jun 5, 2019",2,4,No,9,NA
12/11/20,5,4,3,Mile 22,Movie,,"Nov 1, 2020",9,59,No,4,3
12/11/20,8,6,-,Operation Christmas Drop,Movie,Yes,"Nov 5, 2020",7,50,Yes,6,NA
12/11/20,3,2,-,The Impossible,Movie,,"Nov 1, 2020",7,52,No,2,NA
12/11/20,1,1,1,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",20,186,Yes,1,1
12/11/20,6,-,-,Trial 4,TV Show,Yes,"Nov 11, 2020",1,5,Yes,-1,NA
13/11/20,10,10,-,60 Days In,TV Show,,"Nov 1, 2020",3,3,No,10,NA
13/11/20,5,4,6,Chappelle's Show,TV Show,,"Nov 1, 2020",9,50,No,4,6
13/11/20,7,7,8,Cocomelon,TV Show,,"Jun 1, 2020",55,132,No,7,8
13/11/20,2,2,-,Dash & Lily,TV Show,Yes,"Nov 10, 2020",3,24,Yes,2,NA
13/11/20,9,9,-,Illumination Presents The G…,Movie,,"Jun 5, 2019",3,6,No,9,NA
13/11/20,8,5,3,Mile 22,Movie,,"Nov 1, 2020",10,62,No,5,3
13/11/20,4,3,10,The Impossible,Movie,,"Nov 1, 2020",8,59,No,3,10
13/11/20,6,-,-,The Liberator,TV Show,Yes,"Nov 11, 2020",1,5,Yes,-1,NA
13/11/20,1,1,1,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",21,196,Yes,1,1
13/11/20,3,6,-,Trial 4,TV Show,Yes,"Nov 11, 2020",2,13,Yes,6,NA
14/11/20,10,10,-,60 Days In,TV Show,,"Nov 1, 2020",4,4,No,10,NA
14/11/20,5,5,7,Chappelle's Show,TV Show,,"Nov 1, 2020",10,56,No,5,7
14/11/20,7,7,10,Cocomelon,TV Show,,"Jun 1, 2020",56,136,No,7,10
14/11/20,2,2,-,Dash & Lily,TV Show,Yes,"Nov 10, 2020",4,33,Yes,2,NA
14/11/20,9,9,-,Illumination Presents The G…,Movie,,"Jun 5, 2019",4,8,No,9,NA
14/11/20,8,8,4,Mile 22,Movie,,"Nov 1, 2020",11,65,No,8,4
14/11/20,4,4,3,The Impossible,Movie,,"Nov 1, 2020",9,66,No,4,3
14/11/20,6,6,-,The Liberator,TV Show,Yes,"Nov 11, 2020",2,10,Yes,6,NA
14/11/20,1,1,1,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",22,206,Yes,1,1
14/11/20,3,3,-,Trial 4,TV Show,Yes,"Nov 11, 2020",3,21,Yes,3,NA
15/11/20,5,-,-,American Horror Story,TV Show,,"Sep 15, 2014",1,6,No,-1,NA
15/11/20,10,5,7,Chappelle's Show,TV Show,,"Nov 1, 2020",11,57,No,5,7
15/11/20,7,2,-,Dash & Lily,TV Show,Yes,"Nov 10, 2020",5,37,Yes,2,NA
15/11/20,6,9,-,Illumination Presents The G…,Movie,,"Jun 5, 2019",5,13,No,9,NA
15/11/20,2,-,-,Jingle Jangle: A Christmas …,Movie,Yes,"Nov 13, 2020",1,9,Yes,-1,NA
15/11/20,8,-,6,The Great British Baking Show,TV Show,,"Oct 3, 2015",11,41,No,-1,6
15/11/20,4,4,3,The Impossible,Movie,,"Nov 1, 2020",10,73,No,4,3
15/11/20,9,-,-,The Life Ahead,Movie,Yes,"Nov 13, 2020",1,2,Yes,-1,NA
15/11/20,1,1,1,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",23,216,Yes,1,1
15/11/20,3,3,-,Trial 4,TV Show,Yes,"Nov 11, 2020",4,29,Yes,3,NA
16/11/20,6,5,-,American Horror Story,TV Show,,"Sep 15, 2014",2,11,No,5,NA
16/11/20,9,-,10,Cocomelon,TV Show,,"Jun 1, 2020",57,138,No,-1,10
16/11/20,10,7,-,Dash & Lily,TV Show,Yes,"Nov 10, 2020",6,38,Yes,7,NA
16/11/20,4,6,-,Illumination Presents The G…,Movie,,"Jun 5, 2019",6,20,No,6,NA
16/11/20,3,2,-,Jingle Jangle: A Christmas …,Movie,Yes,"Nov 13, 2020",2,17,Yes,2,NA
16/11/20,1,-,-,The Crown,TV Show,Yes,"Nov 4, 2016",1,10,Yes,-1,NA
16/11/20,8,4,2,The Impossible,Movie,,"Nov 1, 2020",11,76,No,4,2
16/11/20,7,9,-,The Life Ahead,Movie,Yes,"Nov 13, 2020",2,6,Yes,9,NA
16/11/20,2,1,1,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",24,225,Yes,1,1
16/11/20,5,3,-,Trial 4,TV Show,Yes,"Nov 11, 2020",5,35,Yes,3,NA
17/11/20,7,6,-,American Horror Story,TV Show,,"Sep 15, 2014",3,15,No,6,NA
17/11/20,3,-,-,Cloudy with a Chance of Mea…,Movie,,"Nov 15, 2020",1,8,No,-1,NA
17/11/20,6,9,6,Cocomelon,TV Show,,"Jun 1, 2020",58,143,No,9,6
17/11/20,10,10,-,Dash & Lily,TV Show,Yes,"Nov 10, 2020",7,39,Yes,10,NA
17/11/20,9,-,-,Hometown Holiday,Movie,,"Nov 15, 2020",1,2,No,-1,NA
17/11/20,5,4,-,Illumination Presents The G…,Movie,,"Jun 5, 2019",7,26,No,4,NA
17/11/20,4,3,-,Jingle Jangle: A Christmas …,Movie,Yes,"Nov 13, 2020",3,24,Yes,3,NA
17/11/20,1,1,-,The Crown,TV Show,Yes,"Nov 4, 2016",2,20,Yes,1,NA
17/11/20,2,2,1,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",25,234,Yes,2,1
17/11/20,8,5,-,Trial 4,TV Show,Yes,"Nov 11, 2020",6,38,Yes,5,NA
18/11/20,10,7,-,American Horror Story,TV Show,,"Sep 15, 2014",4,16,No,7,NA
18/11/20,4,3,-,Cloudy with a Chance of Mea…,Movie,,"Nov 15, 2020",2,15,No,3,NA
18/11/20,7,6,7,Cocomelon,TV Show,,"Jun 1, 2020",59,147,No,6,7
18/11/20,9,9,-,Hometown Holiday,Movie,,"Nov 15, 2020",2,4,No,9,NA
18/11/20,8,5,9,Illumination Presents The G…,Movie,,"Jun 5, 2019",8,29,No,5,9
18/11/20,6,4,-,Jingle Jangle: A Christmas …,Movie,Yes,"Nov 13, 2020",4,29,Yes,4,NA
18/11/20,2,-,-,Kevin Hart: Zero F**ks Given,Stand-Up Comedy,Yes,"Nov 17, 2020",1,9,Yes,-1,NA
18/11/20,5,-,-,The Boss Baby: Back in Busi…,TV Show,Yes,"Apr 6, 2018",6,20,Yes,-1,NA
18/11/20,1,1,-,The Crown,TV Show,Yes,"Nov 4, 2016",3,30,Yes,1,NA
18/11/20,3,2,1,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",26,242,Yes,2,1
19/11/20,10,10,-,American Horror Story,TV Show,,"Sep 15, 2014",5,17,No,10,NA
19/11/20,4,4,-,Cloudy with a Chance of Mea…,Movie,,"Nov 15, 2020",3,22,No,4,NA
19/11/20,7,7,7,Cocomelon,TV Show,,"Jun 1, 2020",60,151,No,7,7
19/11/20,8,8,9,Illumination Presents The G…,Movie,,"Jun 5, 2019",9,32,No,8,9
19/11/20,9,6,-,Jingle Jangle: A Christmas …,Movie,Yes,"Nov 13, 2020",5,31,Yes,6,NA
19/11/20,2,2,-,Kevin Hart: Zero F**ks Given,Stand-Up Comedy,Yes,"Nov 17, 2020",2,18,Yes,2,NA
19/11/20,6,-,-,Survivor,TV Show,,"Nov 15, 2020",1,5,No,-1,NA
19/11/20,5,5,-,The Boss Baby: Back in Busi…,TV Show,Yes,"Apr 6, 2018",7,26,Yes,5,NA
19/11/20,1,1,-,The Crown,TV Show,Yes,"Nov 4, 2016",4,40,Yes,1,NA
19/11/20,3,3,1,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",27,250,Yes,3,1
20/11/20,5,4,-,Cloudy with a Chance of Mea…,Movie,,"Nov 15, 2020",4,28,No,4,NA
20/11/20,8,7,7,Cocomelon,TV Show,,"Jun 1, 2020",61,154,No,7,7
20/11/20,9,8,9,Illumination Presents The G…,Movie,,"Jun 5, 2019",10,34,No,8,9
20/11/20,10,9,-,Jingle Jangle: A Christmas …,Movie,Yes,"Nov 13, 2020",6,32,Yes,9,NA
20/11/20,3,2,-,Kevin Hart: Zero F**ks Given,Stand-Up Comedy,Yes,"Nov 17, 2020",3,26,Yes,2,NA
20/11/20,7,6,-,Survivor,TV Show,,"Nov 15, 2020",2,9,No,6,NA
20/11/20,6,5,-,The Boss Baby: Back in Busi…,TV Show,Yes,"Apr 6, 2018",8,31,Yes,5,NA
20/11/20,1,1,-,The Crown,TV Show,Yes,"Nov 4, 2016",5,50,Yes,1,NA
20/11/20,2,-,-,The Princess Switch: Switch…,Movie,Yes,"Nov 19, 2020",1,9,Yes,-1,NA
20/11/20,4,3,1,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",28,257,Yes,3,1
21/11/20,5,5,-,Cloudy with a Chance of Mea…,Movie,,"Nov 15, 2020",5,34,No,5,NA
21/11/20,9,8,7,Cocomelon,TV Show,,"Jun 1, 2020",62,156,No,8,7
21/11/20,8,9,9,Illumination Presents The G…,Movie,,"Jun 5, 2019",11,37,No,9,9
21/11/20,3,3,-,Kevin Hart: Zero F**ks Given,Stand-Up Comedy,Yes,"Nov 17, 2020",4,34,Yes,3,NA
21/11/20,10,7,-,Survivor,TV Show,,"Nov 15, 2020",3,10,No,7,NA
21/11/20,7,6,-,The Boss Baby: Back in Busi…,TV Show,Yes,"Apr 6, 2018",9,35,Yes,6,NA
21/11/20,1,1,-,The Crown,TV Show,Yes,"Nov 4, 2016",6,60,Yes,1,NA
21/11/20,6,-,-,The Great British Baking Show,TV Show,,"Oct 3, 2015",12,46,No,-1,NA
21/11/20,2,2,-,The Princess Switch: Switch…,Movie,Yes,"Nov 19, 2020",2,18,Yes,2,NA
21/11/20,4,4,1,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",29,264,Yes,4,1
22/11/20,5,5,-,Cloudy with a Chance of Mea…,Movie,,"Nov 15, 2020",6,40,No,5,NA
22/11/20,6,8,6,Illumination Presents The G…,Movie,,"Jun 5, 2019",12,42,No,8,6
22/11/20,10,-,2,Jingle Jangle: A Christmas …,Movie,Yes,"Nov 13, 2020",7,33,Yes,-1,2
22/11/20,2,3,-,Kevin Hart: Zero F**ks Given,Stand-Up Comedy,Yes,"Nov 17, 2020",5,43,Yes,3,NA
22/11/20,9,10,-,Survivor,TV Show,,"Nov 15, 2020",4,12,No,10,NA
22/11/20,7,7,-,The Boss Baby: Back in Busi…,TV Show,Yes,"Apr 6, 2018",10,39,Yes,7,NA
22/11/20,1,1,-,The Crown,TV Show,Yes,"Nov 4, 2016",7,70,Yes,1,NA
22/11/20,8,6,8,The Great British Baking Show,TV Show,,"Oct 3, 2015",13,49,No,6,8
22/11/20,3,2,-,The Princess Switch: Switch…,Movie,Yes,"Nov 19, 2020",3,26,Yes,2,NA
22/11/20,4,4,1,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",30,271,Yes,4,1
23/11/20,8,-,-,Christmas on the Square,Movie,Yes,"Nov 22, 2020",1,3,Yes,-1,NA
23/11/20,5,5,-,Cloudy with a Chance of Mea…,Movie,,"Nov 15, 2020",7,46,No,5,NA
23/11/20,6,6,4,Illumination Presents The G…,Movie,,"Jun 5, 2019",13,47,No,6,4
23/11/20,10,10,3,Jingle Jangle: A Christmas …,Movie,Yes,"Nov 13, 2020",8,34,Yes,10,3
23/11/20,2,2,-,Kevin Hart: Zero F**ks Given,Stand-Up Comedy,Yes,"Nov 17, 2020",6,52,Yes,2,NA
23/11/20,9,9,-,Survivor,TV Show,,"Nov 15, 2020",5,14,No,9,NA
23/11/20,7,7,-,The Boss Baby: Back in Busi…,TV Show,Yes,"Apr 6, 2018",11,43,Yes,7,NA
23/11/20,1,1,1,The Crown,TV Show,Yes,"Nov 4, 2016",8,80,Yes,1,1
23/11/20,4,3,-,The Princess Switch: Switch…,Movie,Yes,"Nov 19, 2020",4,33,Yes,3,NA
23/11/20,3,4,2,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",31,279,Yes,4,2
24/11/20,5,5,3,Cloudy with a Chance of Mea…,Movie,,"Nov 15, 2020",8,52,No,5,3
24/11/20,10,-,6,Cocomelon,TV Show,,"Jun 1, 2020",63,157,No,-1,6
24/11/20,8,-,-,If Anything Happens I Love You,Movie,Yes,"Nov 20, 2020",1,3,Yes,-1,NA
24/11/20,7,6,5,Illumination Presents The G…,Movie,,"Jun 5, 2019",14,51,No,6,5
24/11/20,3,2,-,Kevin Hart: Zero F**ks Given,Stand-Up Comedy,Yes,"Nov 17, 2020",7,60,Yes,2,NA
24/11/20,9,9,-,Survivor,TV Show,,"Nov 15, 2020",6,16,No,9,NA
24/11/20,6,7,-,The Boss Baby: Back in Busi…,TV Show,Yes,"Apr 6, 2018",12,48,Yes,7,NA
24/11/20,1,1,1,The Crown,TV Show,Yes,"Nov 4, 2016",9,90,Yes,1,1
24/11/20,4,4,-,The Princess Switch: Switch…,Movie,Yes,"Nov 19, 2020",5,40,Yes,4,NA
24/11/20,2,3,2,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",32,288,Yes,3,2
25/11/20,7,5,4,Cloudy with a Chance of Mea…,Movie,,"Nov 15, 2020",9,56,No,5,4
25/11/20,4,-,-,Hard Kill,Movie,,"Nov 23, 2020",1,7,No,-1,NA
25/11/20,1,-,-,Hillbilly Elegy,Movie,Yes,"Nov 24, 2020",1,10,Yes,-1,NA
25/11/20,10,8,-,If Anything Happens I Love You,Movie,Yes,"Nov 20, 2020",2,4,Yes,8,NA
25/11/20,6,7,8,Illumination Presents The G…,Movie,,"Jun 5, 2019",15,56,No,7,8
25/11/20,5,3,2,Kevin Hart: Zero F**ks Given,Stand-Up Comedy,Yes,"Nov 17, 2020",8,66,Yes,3,2
25/11/20,8,6,5,The Boss Baby: Back in Busi…,TV Show,Yes,"Apr 6, 2018",13,51,Yes,6,5
25/11/20,2,1,1,The Crown,TV Show,Yes,"Nov 4, 2016",10,99,Yes,1,1
25/11/20,9,4,-,The Princess Switch: Switch…,Movie,Yes,"Nov 19, 2020",6,42,Yes,4,NA
25/11/20,3,2,3,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",33,296,Yes,2,3
